h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,expected_dimension,defect_expected,defect_ambient,backend,primes,elapsed_seconds,status,covered_by_mfa
2.0,7.0,"[2, 245, 4]",1470.0,32.0,32.0,True,False,,,,,,,,
2.0,7.0,"[2, 117, 4]",702.0,32.0,32.0,True,False,,,,,,,,
2.0,7.0,"[2, 103, 4]",618.0,32.0,32.0,True,False,,,,,,,,
2.0,7.0,"[2, 13, 4]",78.0,32.0,32.0,True,False,,,,,,,,
2.0,7.0,"[2, 7, 4]",42.0,32.0,32.0,True,True,,,,,,,,
2.0,7.0,"[2, 6, 4]",36.0,30.0,32.0,False,False,,,,,,,,
3.0,7.0,"[2, 153, 122, 4]",19460.0,200.0,200.0,True,False,,,,,,,,
3.0,7.0,"[2, 27, 43, 4]",1387.0,200.0,200.0,True,False,,,,,,,,
3.0,7.0,"[2, 166, 41, 4]",7302.0,200.0,200.0,True,False,,,,,,,,
3.0,7.0,"[2, 56, 21, 4]",1372.0,200.0,200.0,True,False,,,,,,,,
3.0,7.0,"[2, 47, 10, 4]",604.0,110.0,200.0,False,False,,,,,,,,
3.0,7.0,"[2, 39, 34, 4]",1540.0,200.0,200.0,True,False,,,,,,,,
3.0,7.0,"[2, 23, 150, 4]",4096.0,200.0,200.0,True,False,,,,,,,,
3.0,7.0,"[2, 63, 10, 4]",796.0,110.0,200.0,False,False,,,,,,,,
3.0,7.0,"[2, 110, 15, 4]",1930.0,165.0,200.0,False,False,,,,,,,,
3.0,7.0,"[2, 250, 11, 4]",3294.0,121.0,200.0,False,False,,,,,,,,
3.0,7.0,"[2, 13, 16, 4]",298.0,176.0,200.0,False,False,,,,,,,,
3.0,7.0,"[2, 3, 212, 4]",1490.0,143.0,200.0,False,False,,,,,,,,
3.0,7.0,"[2, 134, 18, 4]",2752.0,198.0,200.0,False,False,,,,,,,,
3.0,7.0,"[2, 26, 118, 4]",3592.0,200.0,200.0,True,False,,,,,,,,
3.0,7.0,"[2, 16, 205, 4]",4132.0,200.0,200.0,True,False,,,,,,,,
3.0,7.0,"[2, 216, 16, 4]",3952.0,176.0,200.0,False,False,,,,,,,,
3.0,7.0,"[2, 10, 132, 4]",1868.0,200.0,200.0,True,False,,,,,,,,
3.0,7.0,"[2, 255, 10, 4]",3100.0,110.0,200.0,False,False,,,,,,,,
3.0,7.0,"[2, 8, 21, 4]",268.0,200.0,200.0,True,False,,,,,,,,
3.0,7.0,"[2, 1, 254, 4]",1272.0,5.0,200.0,False,False,,,,,,,,
3.0,7.0,"[2, 26, 19, 4]",622.0,200.0,200.0,True,False,,,,,,,,
3.0,7.0,"[2, 7, 208, 4]",2302.0,200.0,200.0,True,False,,,,,,,,
3.0,7.0,"[2, 6, 33, 4]",342.0,200.0,200.0,True,False,,,,,,,,
3.0,7.0,"[2, 296, 5, 4]",2092.0,55.0,200.0,False,False,,,,,,,,
3.0,7.0,"[2, 256, 16, 4]",4672.0,176.0,200.0,False,False,,,,,,,,
3.0,7.0,"[2, 1, 284, 4]",1422.0,5.0,200.0,False,False,,,,,,,,
3.0,7.0,"[2, 271, 14, 4]",4392.0,154.0,200.0,False,False,,,,,,,,
3.0,7.0,"[2, 4, 41, 4]",336.0,200.0,200.0,True,False,,,,,,,,
3.0,7.0,"[2, 280, 6, 4]",2264.0,66.0,200.0,False,False,,,,,,,,
3.0,7.0,"[2, 152, 18, 4]",3112.0,198.0,200.0,False,False,,,,,,,,
3.0,7.0,"[2, 2, 222, 4]",1336.0,34.0,200.0,False,False,,,,,,,,
3.0,7.0,"[2, 209, 18, 4]",4252.0,198.0,200.0,False,False,,,,,,,,
3.0,7.0,"[2, 278, 11, 4]",3658.0,121.0,200.0,False,False,,,,,,,,
3.0,7.0,"[2, 276, 12, 4]",3912.0,132.0,200.0,False,False,,,,,,,,
3.0,7.0,"[2, 300, 11, 4]",3944.0,121.0,200.0,False,False,,,,,,,,
3.0,7.0,"[2, 3, 231, 4]",1623.0,143.0,200.0,False,False,,,,,,,,
3.0,7.0,"[2, 2, 286, 4]",1720.0,34.0,200.0,False,False,,,,,,,,
3.0,7.0,"[2, 5, 40, 4]",370.0,200.0,200.0,True,False,,,,,,,,
3.0,7.0,"[2, 259, 17, 4]",4989.0,187.0,200.0,False,False,,,,,,,,
3.0,7.0,"[2, 3, 273, 4]",1917.0,143.0,200.0,False,False,,,,,,,,
3.0,7.0,"[2, 273, 15, 4]",4701.0,165.0,200.0,False,False,,,,,,,,
3.0,7.0,"[2, 289, 14, 4]",4680.0,154.0,200.0,False,False,,,,,,,,
